"ET.estat";"i.id0";"i.name.no";"Datakilde";"Startar";"Frekvens (ar)";"Romlig opplosning";"ECT";"Egenskap";"Samsvar m/tilstand";"Ref.verdi";"i.description";"i.cpl";"i.comments.all"
"l: coas.w";"overall ecol status";"Økologisk tilstand (nEQR)";"Vann-nett";;"1";"annet";"xx";"";"p";"na";"Overall ecological status (given as nEQR) providing a summary of a variety of variables that represents biological and supporting physico-chemical, chemical and hyrdromorphological, quality-elements and different types of pressures (i.e. nutrient/organic matter loading, acidification). River-basin specific chemical substances are also included as supporting elements in the Overall ecological status; exceedance of the environmental quality standard (EQS) for one of the River-basin specific chemical substances can reduce the overall ecological status to 'Moderate'.";"qai";" ### d.spat.res: water body (river, lake or coastal waters) ## r.opt: Different methods are used for different indicators which together determine the overall ecological status"
"m: marine";"fj.12, sk.12, vs.06";"Naturindeks (modifisert)";"MDir & NINA";"1990";"5";"fylke/region";"xx";"bm";"p";"na";"These indicators are (possibly modified) ecosystem type specific sub-indices of the Norwegian Nature Index 2020";"a";"This indicator does not fully comply with SEEA EA EC accounts (the use of pre-aggregated indices is discouraged) ### d.temp.res: was 10 yrs before 2010 ## i.etlink: not applicable (multiple)  ## r.opt: not applicable: each component is scaled according to their own ref & limit values -- thus the aggregated index does not need any further rescaling."
"m: marine";"SECCI";"Siktedyp";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A1";"af";"p";"mdc";"A simple measure of water transparency used as a physico-chemical supporting element for eutrophication/organic pollution. Reference-values calculated from Chlorophyll a (phytoplankton biomass) adjusted by humic content in lakes (Pt/lL). One of three parameters used for assessment of eutrophication in lakes (status is based on mean nEQR if all indices are calculated).";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.temp.res: May vary from 1 to 6 (12?) for time-series datasets. Assessment based on monthly sampling occations during years with monitoring.  ## d.spat.res: lakes, coastal water-bodies ## r.opt: MGW: Reference-values calculated from observed correlation between chlorophyll a and secchi depth"
"m: marine";"P-TOT";"Totalt fosfor (Tot-P)";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"af";"n";"mdc";"All phosphorus nutrients. Physico-chemical supporting element for eutrophication. One of three parameters used for assessment of eutrophication in lakes & rivers. Reference-values and class-boundaries based on the correlation with phytoplankton biomass (coastal case: Molvær et al. 1997).";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.temp.res: May vary from 1 to 6 (12?) for time-series datasets. Assessment based on monthly sampling occations during years with monitoring.  ## d.spat.res: Water-bodies in rivers (streches of approx 5 km); lakes; coastal water bodies  ## r.opt: Reference-values and class-boundaries based on the correlation with phytoplankton biomass (coastal case: Molvær et al. 1997)"
"m: marine";"P-PO4";"Fosfat";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"af";"n";"mdc";"Phosphate nutrients. Physico-chemical supporting element for eutrophication in coastal waters. Reference-values obtained from Molvær et al (1997).";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.temp.res: May vary from 1 to 6 (12?) for time-series datasets. Assessment based on monthly sampling occations during years with monitoring.  ## d.spat.res: coastal water-bodies"
"m: marine";"N-TOT";"Totalt nitrogen (Tot-N)";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"af";"n";"mdc";"All nitrogen nutrients. Physico-chemical supporting element for eutrophication. Reference-values and class-boundaries based on the correlation with phytoplankton biomass. One of three parameters used for assessment of eutrophication in lakes & rivers.";"";"Only applicable for rivers/lakes where P:N relationship indicate N-limitation. True index value in Vannmiljø, can calculate EQR and nEQR. ### d.temp.res: May vary from 1 to 6 (12?) for time-series datasets. Assessment based on one sampling occation during years with monitoring.  ## d.spat.res: Water-bodies in rivers (streches of approx 5 km); lakes; coastal water bodies"
"m: marine";"N-NH4, N-NH3";"Ammoniakk og ammonium";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"af";"n";"mdc";"Physico-chemical supporting element, two different parmeters. For coastal only NH4 is used in the WFD with reference-values from Molvær et al (1997).";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.temp.res: May vary from 1 to 6 (12?) for time-series datasets. Assessment based on monthly sampling occations during years with monitoring.  ## d.spat.res: Water-bodies in rivers (streches of approx 5 km), respectively Lakes ## r.opt: AKS: Reference-values and class-boundaries based on correlation with ammonia-sensitive fish species (critical limits). Ammonia and ammonium may contribute to the eutrophication of freshwaters and coastal waters and are toxic to fish (and other organisms?). Tolerance limits have been set for ammonia/ammonium based on the response of fish. These tolerance limits are used to determine what is respectively very good (i,e the lower boundary for reference condition) and very poor condition. Interpolation has been used to distinguish between good and not good enough (moderate or worse) condition and also for setting the reference value."
"m: marine";"N-SNOX";"Nitrat + nitritt";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"af";"n";"mdc";"Nitrate + nitrite nutrients. Physico-chemical supporting element for eutrophication. Reference-values obtained from Molvær et al (1997)";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.temp.res: May vary from 1 to 6 (12?) for time-series datasets. Assessment based on monthly sampling occations during years with monitoring.  ## d.spat.res: coastal water-bodies"
"m: marine";"O2, O-METN";"Oksygenkonsentrasjon";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"af";"p";"exp";"Oxygen in deepwater. Physico-chemical supporting element for eutrophication/organic load for eutrophication/organic load, that can be measured in two different ways (two parmeters). Reference-values and class-boundaries in coastal waters are described by Diaz & Rosenberg (1995) and Kirkerud (1998). Measurements must be carried out in the period one expect the lowest concentrations, but should be done monthly until there is enough information on when to do the sampling. Deeper areas are selected for sampling, but it is important that it is linked to the sampling of the biological quality element ""Soft bottom fauna"".";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.temp.res: May vary from 1 to 6 (12?) for time-series datasets, or even continuous mearsurements  ## d.spat.res: Water-bodies in rivers (streches of approx 5 km); lakes; coastal water bodies ## r.opt: MGW: based on literature review ...see Diaz & Rosenberg (1995) and Kirkerud (1998)"
"m: marine";"MSMDI";"Nedre voksegrense indeks for makroalger (MSMDI)";"NIVA + Vannmiljø";;"1";"annet";"B2";"bm";"p";"mod";"Multi Species Macroalgae Depth Index - based on an assessment of the depth limit for growth for nine selected macroalgae species in coastal areas. Each species is given a score based on the deviation between observed and reference growth depth and MSMDI is calculated as the mean of all scores. Intercalibrated and used for assessment of eutrophication in watertype S1, S2 and S3.";"";"Established in the Skagerrak for all types of water except water type 5 (strongly freshwater-affected fjord). Extensive biological data was the basis for the index. A challenge in the development of MSMDI in the Skagerrak was local grazing of green sea urchins. True index value in Vannmiljø, can calculate EQR and nEQR. Reference/boundaries only specified for EQR/nEQR in classification guidance document. ### d.temp.res: May vary from 1 to 6 (12?) for time-series data (?). Assessment based on one sampling occation during years with monitoring ## d.spat.res: coastal water-bodies ## ect.p: lower growth limit may be seen as structural... (to be discussed) ## r.opt: Mats Gunnar Walday: Based on historical data, hind-cast modelling and expert assessments"
"m: marine";"RSLA, RSL";"Fjæresoneindekser for fastsittende makroalger (RSLA, RSL)";"NIVA + Vannmiljø";;"1";"annet";"B1a";"bm";"p";"mdc";"The indicator is based on an assessment of diversity, species composition and abundance (only RSLA, and measured as degree of coverage) of benthic macroalgae (all taxonomic groups) in coastal areas. The multimetric index RSLA is calculated based on 6 variables depending on ecoregion and watertype. Registered diversity is normalised againt the 'fjærepotensiale' before classification of ecological status. Used for assessment of eutrophication. There are three different versions of this index for different water types.";"a";"RSL is intercalibrated and RSLA showed very good correlation with RSL on all Norwegian stations (Pedersen 2011). Reference values were established using historic data, historic reports and expert judgement. No direct relationship with a pressure gradient could be established. Reported as scaled values (EQR) or normalised scaled values (nEQR), which is identical? ### d.temp.res: May vary from 1 to 6 (12?) for time-series data (?). Assessment based on one sampling occation during years with monitoring ## d.spat.res: coastal water-bodies ## r.dir: 5 of 8 variables with positive relationship (i.e. higher values indicate better condition) but nEQR for combined (multimetrc) index are reported."
