"ch43tab";"i.id0";"ET";"i.name.no";"Status";"Datakilde";"Startar";"Frekvens (ar)";"Romlig opplosning";"ECT";"ECT2";"Egenskap";"Dir";"Ref.verdi";"Merknad";"i.description";"i.cpl.issues";"i.comments.all"
"for";"sk.10";"";"Store hjortedyr";"3";"MDir & NINA";"1990";"1";"kommune";"B1a";"B1a, B3";"fb";"u";"mod";"mulig overlapp med hhv biomasse klovdyr og rovdyr";"The indicator is a composite index (‘elk equivalents’) for the estimated abundance of elk and red deer per municiplaity, adjusted for their metabolic weights.";"other issues (o)";" ### n41: EF: Combined indicator for all (open??) lowland (seminatural?) ETs ## n53: just lowland ## d.startdate: Population estimates of elk (Alces alces) and red deer (Cervus elaphus) are based on data from Hjorteviltregisteret (https://www.hjorteviltregisteret.no/), including hunting statistics from the whole country. The data are not based on a statistical sampling: all available observation and monitoring data are used in the estimation of population levels. The data for these deer species can be considered comprehensive. Data processing follows that of the Nature index (cf. Jakobsson & Pedersen 2020, www.naturindeks.no) ## d.spat.res: used to be 10 yrs before 2010 ## r.dir: n31 & n32 can't be distiguished ## r.hea: Currently, this indicator is treated differetly from other two-sided indicators: if the indicator estimate is lower than the reference value, the indicator is scaled towards the lower limit value, whereas indicator estimates higher than the reference value are scaled towards the upper limit value. Other two-sided indicators (Ellenberg F, Ellenberg N, and NDVI) are practically counted as ""two indicators"" in the aggregation of the Nature Index. Alternative approaches should be considered, especially in light of possible updated data (cf. Nybø et al. 2018, Framstad et al. 2021)."
"for";"vs.11";"";"Store beitedyr";"2";"NTNU (James Speed)";"1999";"10";"kommune";"B3";"B3, B1a, B1a, B2";"fb";"u";"mod";"bør ikke inkludere husdyr";"The indicator compares the observed and expected biomass of ungulates (both wild and livestock), where the expectation is based on net primary production.";"";"expected biomass estimates are derived from global relationships between plants and vertebrate herbivores (Fløjgaard et al. 2022) | NIBIO: not relevant to include livestock in this indicator, particularly for natural ecosystems like forests; doubtful if global relationships are meaningful for specific ecosystem types ### r.dir: ALK: ""so"" for the NPP data, and ""cc"" for the herbivore data"
"for";"vs.17";"";"Dagsommerfugler";"3";"NINA (Jens Åström), NIBIO (3Q)";"2009";"1";"fylke/region";"B1b";"B1b, B1a";"bm";"p";"exp";"";"The indicator quantifies the observed deviation of abundance-weighted species numbers of butterflies from that of an ideal community defined by experts";"";" ### n31: EF: monitoring data will also cover egdes etc of cropland ## d.temp.res: BC: filled in based on the Farmland birds"
"for";"vs.16";"";"Humler";"3";"NINA (Jens Åström), NIBIO (3Q)";"2009";"1";"fylke/region";"B1b";"B1b, B1a";"bm";"p";"exp";"";"The indicator quantifies the observed deviation of abundance-weighted species numbers of bumblebees from that of an ideal community defined by experts";"";" ### n31: EF: monitoring data will also cover egdes etc of cropland ## d.temp.res: BC: filled in based on the Farmland birds"
"for";"vs.48";"";"Total insektsbiomasse";"1";"NINA (Jens Åström)";"2020";"5";"fylke/region";"B2";"B2, B1a, B1a";"fs";"p";"mod?";"kun data for Østlandet";"The indicator expresses the total biomass of flying insects caught in malaise traps";"";" ### n31: EF: monitoring data will also cover egdes etc of cropland ## n41: Forests are so far only monitored in Østlandet ## d.startdate: BC: I have harmonised the ET assignments for all the NorIns indicators (assuming that 3Q will be similarøly relevant for all of them, and that they will eventually extend to all non-wetland lowland habitat types)"
"for";"vs.45";"";"Antall arter av pollinerende insekter";"1";"NINA (Jens Åström), NIBIO (3Q)";"2020";"5";"fylke/region";"B3";"B3, B1a, B1a";"fs";"p";"mod?";"kun data for Østlandet";"The indicator expresses the number of species of pollinating insects caught in malaise and window traps";"";" ### n31: EF: monitoring data will also cover egdes etc of cropland ## n41: Forests are so far only monitored in Østlandet"
"for";"vs.50";"";"Antall arter møkkbiller";"1";"NINA (Jens Åström)";"2020";"5";"fylke/region";"B3";"B3, B1a, B1a";"fs";"p";"mod?";"kun data for Østlandet";"The indicator expresses the number of species of dung-associated insects caught in malaise and window traps";"";" ### n31: BC: dung beetles are not so much for (arable) cropland, they are more relevant for (grazed) grasslands ## n41: Forests are so far only monitored in Østlandet"
"for";"vs.52";"";"Fluer: parasittveps";"1";"NINA (Jens Åström)";"2020";"5";"fylke/region";"B3";"B3, B1a, B1a";"fs";"p";"mod?";"";"Apocrita covers predatory and parasitic wasps, while Symphyta is plant-feeding wasps, so their ratio gives an indication of the composition of insect (prey) communities, and the potential for natural pest control";"";"Work in progress; number, names and definitions of insect indicators are not yet decided ### n31: EF: monitoring data will also cover egdes etc of cropland"
"for";"vs.45b";"";"Pollineringspotensiale";"1";"NINA (M. Sydenham)";;"5";"fylke/region";"B3";"B3, B1a, B1a";"";"p";"";"";"Unclear";"";" ### "
"for";"fj.12, sk.12, vs.06";"";"Naturindeksprodukt";"2";"MDir & NINA";"1990";"5";"fylke/region";"xx";"xx, B1b";"bm";"p";"na";"ikke konsistent med SEEA EAs anbefaling";"These indicators are (possibly modified) ecosystem type specific sub-indices of the Norwegian Nature Index. This ""indicator family"" includes several indices proposed in the three NINA assessments (Framstad et al., 2022a,b; Kolstad et al. 2023). The latest work standardised the workflow and the terminology of these 'Nature Index products'.";"composite index (a)";"This indicator does not fully comply with SEEA EA EC accounts (the use of pre-aggregated indices is discouraged) ### n32: EF: the indicator gives a single value for all open lowland (except cropland), not specific for grasland or heathland ## n55: ALK: no data BC: I think NI has the ambition to cover every (semi)nat ET, so hopefully the thematic coverage/representativity will be extendible in the future (the same for n4.2) -- hence 1 ## d.startdate: The Norwegian nature index is based on a broad range of data sources including monitoring data, modelling, and expert assessments, each of which are transformed into individual indicators, and rescaled to a common 0-1 scale (see www.naturindeks.no and Jakobsson & Pedersen 2020). Observations for indicators are made on different levels (municipal – national scale). Standard calculations of the Norwegian Nature Index are done per region, taking differences in area representativeness into account (the indicators are weighted by the area covered by them). ## d.spat.res: was 10 yrs before 2010 ## r.dir: not applicable (multiple)"
"for";"sk.01, vs.01";"";"Maksimal grønnhet";"2";"NASA*, Copernicus*";"2000";"1";"~100 m";"B2";"B2, B3";"pr";"u";"mdc";"variabel bør vurderes";"The indicator is the deviation of the annual maximum NDVI value per MODIS pixel from a modelled ""reference value"" for that pixel. This is a two-sided indicator where values both lower and higher than the reference value may indicate degraded ecosystem condition.";"unclear directionality (d)";"The normalisation (using pixelwise modelled reference states) as explained here is optimised for forests -- adaptation to other ETs might require further research ### n32: EF: NDVI can only be related to aggregated 'open lowland' due to lack of relevant ecosystem maps BC: then the directionality (meaning, relevance) of this var is even more questionable ## n41: BC: I reduced the status for forests due to the apparent need for methodological harmonistaion ## d.startdate:  _____________ See cell note [[103]]  The cell note will appear in the sidebar if you have the Cell Notes add-on installed and opened.For help see bit.ly/cell_notes ## d.spat.scope: the instantaneous NDVI values definitely need some ""intra-annual aggregation"" to get a meaningful EC variable  IndiPri talks about ""annual max values""  TODO: explore & discuss what is being / can be done here"
"for";"fj.01";"";"NDVI flerårig trend";"1";"NASA*, Copernicus*";"2000";"3";"~100 m";"B2";"B2, B3";"pr, fd";"u";"abs";"";"The indicator is the rate of increase in mean NDVI values per pixel for the growing season (June-Sep) over the period 2000-2019";"quantifies change/trend (t)";"This indicator does not fully comply with SEEA EA EC accounts (temporal reference: the value of the indicator should pertain (only) to the reference year/period) ### i.name.no: status is ""3"" for fjell,  but the disaggreagation to the relevant ETs needs better ET maps and further work ## r.hea: NIBIO: any regression deviation from 0 is negativ"
"for";"ur.01";"";"Andel tette kunstige flater";"1";"Copernicus*, NIBIO";"2006";"3";"kommune";"A1";"A1, B2, C1";"af, lm";"n";"pol?";"";"Share of impervious surfaces";"conflated with extent (e)";"possibly meaningful for other ETs too (e.g. linked to cabin+road density) ### d.startdate: EF: NIBIO is coming with  national green structure map (including grey and blue areas) before Easter 2024 ## d.them.scope: EF: while the data source has a relatively fine spatial resolution, the spat.res for the variable shd be ""p1"" (kommune) ## i.etlink: imperviousness (A1) & green cover (B2) are complementary hence highly collinear"
"for";"fj.11, vs.02";"";"Konnektivitet";"2";"Statens kartverk*/NIBIO";"2020";"Inf";"kommune";"C1";"C1";"lm";"p";"mod";"";"The indicator is the mean distance from the centre of each mountain area to the nearest infrastructure object (roads, power lines, buildings etc), agricultural area or forest area";"early aggregation (q), other issues (o)";"There are several problems with this variable: it has several unfavourable mathematical properties (numerical instabilities: big response to small changes, number of patches to average may also change), it cannot be linked to the relevant subtypes of mountain ETs, etc. In addition there are problems with the name, and similar (pressure-like) variables are discuraged by SEEA EA.  | Possibly correlated with the indicator of area without technical intervention. ### n53: NIBIO: N50 does not distiguish between various open ecosystems; data from AR5/AR50 wil be needed, but does not distingush well between subtypes (not at all between natural/semi-natural); relevance for EC of n51-n55 should be clarified ## n8a: Hanno: not applied to or tested in water, as far as i know (HS) ## d.temp.aggr: EF: start year for map data is often not clear as previous versions may not be available - and updates have tended to be irregular ## d.spat.res: irregular (currently snapshot)"
"for";"nb.14";"";"Konnektivitet av skog";"1";"NIBIO";"2000";"1";"kommune";"C1";"C1";"lm";"p";"mod";"variabel må avklares";"Exact definition and metric to be decided";"";"It would be important to harmonize the different connectivity metrics across the different ETs, metric and ref.level to be decided ### "
